id,subj,code,name,desc,credits,CURover,CURdiff,CURwork
2224,ILRLR,4865,Thwarting the Dream of Brown v. Board of Education,"This course will review first the 19th and early 20th century US Supreme Court cases to understand how the Government created segregation in America. The first 80 years saw a number of twists and turns, including Brown in 1954. However, the institutional forces and structured momentum created by America's zoning, housing, banking, lending laws and other governmental policies continued to push America into an actual physical segregated landscape that our schools then and now reflect. These developments were certified by a series of US Supreme Courts and state governmental taxation and legal policies that assisted in creating the current state of educational affairs in the US.",2,-1,-1,-1
2225,ILRLR,5000,Labor Relations,"A comprehensive introduction to the labor relations systems of the United States and other countries. Covers the determinants of bargaining power, the process of labor agreement negotiation and administration, and assessment of the effects that collective representation exerts on economic and social outcomes. Special consideration is given to the increasing importance of new technology and international factors including global supply chains.",3,-1,-1,-1
2226,ILRLR,6010,Union Organizing,"Examines the theory, practice, and strategy of organizing in a global economy. Addresses current challenges facing unions organizing in both the public and private sector, in certification elections, and card check campaigns. Topics include review of organizing theory, the social and political context of current organizing, the debate on organizing policy and labor law reform, worker attitudes toward organizing, changing employer strategies and tactics, staffing and financing organizing campaigns, strategic targeting, organizing styles and tactics, changing demographics of newly organized workers, organizing outside the labor board process, and the limits and possibilities of organizing on a global scale. The class includes a two day trip to NYC to engage with rank-and-file workers and union and worker center staff during organizing campaign activities. ",4,-1,-1,-1
2227,ILRLR,6012,Managing and Resolving Conflict,"Deals with managing and resolving workplace conflicts and examines dispute resolution and conflict management in both union and nonunion settings. The course covers two related topics: (1) third-party dispute resolution, including alternative dispute resolution (ADR), with a primary focus on the use of mediation and arbitration but also dealing with other dispute resolution techniques, such as fact-finding, facilitation, peer review, and the ombuds function; (2) conflict management in organizations, including the recent development of conflict management systems. The course reviews the factors that have caused the growth of ADR and conflict management systems, and it provides instruction on the design, implementation, and evaluation of such systems.",4,-1,-1,-1
2228,ILRLR,6015,"Employment Law: A critical treatment of LGBTQ, Gig Workers, Antitrust, and Worker Safety","This redesigned course will examine the conflicting developments in gay and transgender workers' rights at work, the emerging law of anti-poaching, antitrust and trade secrets, the complexity of gig workers' struggles, and the continuing legal illusions associated with workplace ""safety"".",4,-1,-1,-1
2229,ILRLR,6019,Dispute Resolution Practicum,"This course has the purpose of linking classroom discussion and analysis of arbitration,  and related dispute resolution techniques with opportunities for students to participate and observe arbitration cases conducted under the auspices of the Scheinman Institute on Conflict Resolution. The course is designed to be an advanced seminar for ILR graduate and undergraduate and Cornell law students who have a serious interest in working in arbitration, mediation, or other third-party procedures.  Classroom discussions and readings will focus on labor arbitration (i.e., the use of arbitration in unionized settings) and employment arbitration (i.e., the use of arbitration in cases involving nonunion employees).  Several sessions of the course will be devoted to the use of dispute resolution in other arenas, including commercial and securities disputes.  The effectiveness of arbitration as techniques for resolving conflict will be assessed and lessons will be drawn about the best practices used by neutrals, advocates and parties. ",4,-1,-1,-1
2230,ILRLR,6020,Mediation Practicum,"This course is designed to be an advanced seminar for law, business, graduate, and undergraduate students who have a serious interest in the practice and profession of mediation. Classroom discussions, group exercise and readings will focus on the role of the mediator in the public and private sectors in labor, employment, and commercial disputes.",1,-1,-1,-1
2231,ILRLR,6022,Arbitration in the Workplace: Theory and Practice,"Study of arbitration in the field of labor-management relations, including an analysis of principles and practices, the law of arbitration, the handling of materials in briefs and oral presentations, the conduct of mock arbitration hearing, and the preparation of arbitration opinions and post-hearing briefs.",4,-1,-1,-1
2232,ILRLR,6027,Campus Mediation Practicum,"This course is offered to students interested in acquiring the knowledge, skills and techniques necessary to mediate interpersonal disputes. In the first segment of the course, students will be introduced to the guiding principles of interpersonal mediation. A review of the theories of conflict, its roots and its resolution, set the stage for the role mediation can effectively play in resolving conflict. Students are introduced to the models of mediation and the benefits and challenges of each, including a comparative analysis of evaluative, facilitative and transformative styles of mediation. In the second segment, students will be assigned to mediate cases referred to the Scheinman Institute from the Office of the Judicial Administrator. The role of gender, race, culture, ethics and impasse in mediation will all be examined and incorporated into workshops and case studies. Students will have several opportunities to apply their knowledge of mediation and acquire the skills necessary to become effective mediators. Following each case assignment, students will be required to write a paper analyzing the nature of the complaint, the approach and techniques employed during the case and the student's evaluation of what worked and did not work in their attempt to resolve the conflict. Oversight will be provided by the course instructors.",4,-1,-1,-1
2233,ILRLR,6029,Campus Mediation Practicum II: Advanced Issues in Restorative Justice,"This course is offered to students interested in furthering their knowledge of the principles and practices of restorative justice. Students will also acquire the knowledge, skills and techniques necessary to mediate complex campus disputes. The course considers the needs and roles of key stakeholders (victims, offenders, communities, justice systems) and explores in depth the principles and values of restorative justice. It also identifies challenges to restorative justice - the dangers, the pitfalls – as well as possible strategies to help prevent restorative justice from failing to live up to its promise. Much of the course is organized around the issue of harm and crime within our legal system.  However, students will also be exposed to restorative justice in multiple contexts, including issues in higher education.",2,-1,-1,-1
2234,ILRLR,6057,Environmental Mediation and Negotiation,"This course is designed to explore environmental conflict resolution. The course will build on existing student knowledge of theories of dispute resolution and explore application of these concepts to the field of environmental and natural resource conflicts. The course will begin with a review of fundamental concepts of interest-based negotiation, mediation and other general dispute resolution techniques applicable to complex, multi-party environmental conflicts.  Students will then be introduced to the architecture of several environmental statutes and the manner in which these obligations are enforced by the federal and state governments and private parties. An investigation of several natural resource conflicts will conclude the class. The goal of the class will be to expose students to the breadth of disputes to which alternative dispute resolution is now being used in environmental conflicts and to be able to compare and contrast the styles of mediation used in these matters. Students will learn how these principles are applied in real environmental situations. A key objective of the course is to enable students to both understand and think critically about the strengths and weaknesses of using alternative dispute resolution procedures to manage environmental conflicts.",2,-1,-1,-1
2235,ILRLR,6070,"Values, Rights, and Justice at Work","Examination of the often hidden values and assumptions that underlie the contemporary U.S. systems of employment law, work and business, and industrial relations. Classroom discussions and student research projects use short stories, plays, poems and related materials to focus on issues such as discrimination; law, economics, and the state; work and business; power, conflict, and protest; and rights and justice.",4,-1,-1,-1
2236,ILRLR,6078,Contemporary Labor Issues,"This course focuses on the major economic, political, legal and social challenges faced by the US labor movement today. The class examine these changes and explore contemporary issues facing workers and unions such as climate change, immigrant rights, race and gender divide, police reform and police unions, minority unions, Janus decision, right to work, global unions, new organizing and bargaining strategies and more. The primary objective is for participants to become conversant in the current challenges facing the labor movement and to make a critical examination of the nature, extent, and limitations of labors' efforts to meet those challenges.",4,-1,-1,-1
2237,ILRLR,6082,CB Negotiations Simulation,"Students prepare for and participate in a simulated negotiation between a hypothetical corporation and a hypothetical union in a typical big company within a midsize single site bargaining unit context. Students are assigned, usually in line with preferences, to a management or union bargaining team. The course stresses the negotiation process over settlement or substantive outcomes. Negotiation problems are as real life as possible, constrained by student time needs and with attention given to dynamic legal,political, economic, and communications concerns as well as power, information, and time factors. Participants plan for negotiations, reach agreements in principle, negotiate language, and bargain over wages, pensions, health care, and noneconomic items in the context of a company and union with an established contract, policies, and culture. This is a small, hands-on, interactive, program with active participation essential.",4,-1,-1,-1
2238,ILRLR,6189,Current Issues in Collective Bargaining,"This advanced level mini-course examines several key issues in today's collective bargaining between US private sector employers and unions. Through extensive pre-class readings and podcasts, and during four 3 hour classes, we will trace key developments that have set the table for today's bargaining environment, eg., the deindustrialization of the American economy, the decline of union workforce density, and the rise of defensive collective bargaining; examine resultant wage stagnation and troubled health care and defined benefit pension plans; investigate the effects and intersection of employment law and legislation on collective bargaining and dispute resolution; and consider the emerging arena of unionization in higher education.",1,-1,-1,-1
2239,ILRLR,6300,Advocacy and Debate,"Students learn the principles of argumentation and debate. Topics emphasize Internet database research, synthesis of collected data, policy analysis, evidentiary quality, refutation of counter claims, identification of logical fallacies, risk evaluation, framing of issues, and coherent storytelling.  Prepares students to work with a great range of opinion and evidence. Emphasizes different viewpoints, including those of different cultures. Assumptions are interrogated.",4,-1,-1,-1
2240,ILRLR,6825,The Art of Negotiation in Business and Sports,"In this course, we will study negotiation techniques and develop strategies to be effectively executed in business, sports, and everyday endeavors. We will break down some of the most controversial issues in the sports industry, predominately with the NCAA and the NFL. We will use these controversial topics as the subjects to practice and execute learned negotiation strategies. Students will participate in live simulated negotiation settings conducted in the campus broadcast/media studio rooms. Students are able to understand and improve their skills through practical training with constant guidance, feedback, and extensive self-evaluation assessments. Through in-depth simulation and experiential learning exercises, students are also able to implement collaborative problem-solving techniques. Lastly, this course implements both formative and summative assessment methods in its curriculum to measure and improve student learning and provide meaningful feedback to students.",2,-1,-1,-1
2241,ILRLR,6840,Fighting Discrimination in the Workplace: Employment Discrimination and the Law,"This course explores the role of law in prohibiting employment discrimination based on characteristics that include race, sex, gender, national origin, religion, age, and disability. This study will analyze the development of employment discrimination law toward greater inclusion, for example, expanding protection to include a socially-defined concept of ""gender"" rather than a biologically defined concept of ""sex"". The course will also analyze the gaps that remain in providing broad and effective protection against discrimination in the workplace and the difficulties individuals and groups face in bringing legal claims.",4,-1,-1,-1
2242,ILRLR,6865,Thwarting the Dream of Brown v. Board of Education,"This course will review first the 19th and early 20th century US Supreme Court cases to understand how the Government created segregation in America. The first 80 years saw a number of twists and turns, including Brown in 1954. However, the institutional forces and structured momentum created by America's zoning, housing, banking, lending laws and other governmental policies continued to push America into an actual physical segregated landscape that our schools then and now reflect. These developments were certified by a series of US Supreme Courts and state governmental taxation and legal policies that assisted in creating the current state of educational affairs in the US.",2,-1,-1,-1
2243,ILRLR,9800,"Workshop in Labor Relations, Law and History","Provides a forum for the presentation of current research being undertaken by faculty members and graduate students in the Department of Labor Relations, History, and Law, and by invited guests. All M.S. and Ph.D. candidates in the department who are at work on their theses are strongly urged to enroll. Students are encouraged  to make presentations focusing on the formulation, design, execution, and results of their thesis research.",2,-1,-1,-1
2244,ILROB,1220,Introduction to Organizational Behavior,"Introductory survey course of theory and research on individual and group processes (including personality, motivation, communication, and leadership), as well as structural and economic forces (including organizational design, power relations, interorganizational ties, social norms, and laws) that shape the contemporary workplace.",3,4,2,2
2245,ILROB,2220,Controversies About Inequality,"In recent years, poverty and inequality have become increasingly common topics of public debate, as academics, journalists, and politicians attempt to come to terms with growing income inequality, with the increasing visibility of inter-country differences in wealth and income, and with the persistence of racial, ethnic, and gender stratification. This course introduces students to ongoing social scientific debates about the sources and consequences of inequality, as well as the types of public policy that might appropriately be pursued to reduce (or increase) inequality. These topics will be addressed in related units, some of which include guest lectures by faculty from other universities (funded by the Center for the Study of Inequality). Each unit culminates with a highly spirited class discussion and debate.",4,4.5,2.3,2
2246,ILROB,3230,Advancing Racial Equity in Organizations,"We are witnessing a drastic shift in organizations 'actions, statements, and approaches to the topic of race and racism in the U.S. Protests against racial injustice across the nation have spurred business leaders to pledge support for antiracism efforts, Black-owned businesses, and historically Black colleges and universities. At the same time, the federal government has issued an executive order to end diversity and inclusion training that ""perpetuates racial stereotyping or division"" for federal employees and their contractors. The purpose of this course is to identify and understand the role of workplaces in advancing racial equity. Students will develop knowledge on diversity and inclusion in organizations through a racial equity lens. By centering the experiences Black people and other people of color in the U.S. workplace, we will nuance how intersecting systems of inequality affect multiple groups (e.g., women of color, queer people of color, etc.). We will first deepen our understanding of concepts related to racial equity (i.e., antiracism, systemic racism). We will also assess how legal precedents and labor moments in history fortified systemic racism in the workplace. Then, we will examine barriers and potential solutions to advancing racial diversity, equity, and inclusion in contemporary and future workplaces. Students will demonstrate their learning through writing personal reflections, analyzing case studies, and participating in virtual simulations and experiential activities.",4,-1,-1,-1
2247,ILROB,4710,Social Science Research Methods,"The goal of this course is to give students the foundational skills necessary to conduct scientific research in the field of organizational behavior. Topics covered will include generating research ideas, ethical considerations, common experimental and non-experimental designs, creating surveys and other measures, interpreting results, and writing research papers. Students will be asked to conduct their own research projects as part of the class. This course focuses on methods from psychology and related disciplines and is recommended for students considering doing honors thesis research.",4,-1,-1,-1
2248,ILROB,4760,Morality at Work,"In this course, we will review fundamental principles of moral psychology and apply these principles to organizational contexts. Drawing from real-world cases, such as the Ford Pinto recall (1978), the ""McLibel"" case (1997), and the Enron scandal (2001), we will explore questions such as: How do organizations balance concerns with social responsibility and profit? What psychological biases contribute to organizational corruption? How do you create an ethical organizational culture? Course materials will consist of a mix of primary research papers, popular media articles, cases, and multimedia content.",4,-1,-1,-1
2249,ILROB,5200,Organizational Behavior,"Survey of concepts, theories, and research from the fields of sociology, psychology, and social psychology as these relate to the behavior of individuals, groups, and work organizations. Topics include: job attitudes, motivation, leadership and power, group formation, organizational structure, and interorganizational relations. This course is designed for students in professional programs.",3,-1,-1,-1
2250,ILROB,5235,Skills and Perspectives for Advancing Racial Equity in Organizations,"We are witnessing a drastic shift in organizations 'actions, statements, and approaches to the topic of race and racism in the U.S. Protests against racial injustice across the nation have spurred business leaders to pledge support for antiracism efforts, Black-owned businesses, and historically Black colleges and universities. At the same time, the federal government has issued an executive order to end diversity and inclusion training that ""perpetuates racial stereotyping or division"" for federal employees and their contractors. The purpose of this course is to identify and understand the role of workplaces in advancing racial equity. Students will develop knowledge on diversity and inclusion in organizations through a racial equity lens. By centering the experiences Black people and other people of color in the U.S. workplace, we will nuance how intersecting systems of inequality affect multiple groups (e.g., women of color, queer people of color, etc.). We will first deepen our understanding of concepts related to racial equity (i.e., antiracism, systemic racism). We will also assess how legal precedents and labor moments in history fortified systemic racism in the workplace. Then, we will examine barriers and potential solutions to advancing racial diversity, equity, and inclusion in contemporary and future workplaces. Students will demonstrate their learning through writing personal reflections, analyzing case studies, and participating in virtual simulations and experiential activities.",4,-1,-1,-1
2251,ILROB,7210,Advanced Micro Organizational Behavior,"",3,-1,-1,-1
2252,ILROB,7235,Data Analysis in Practice,"The goal of this course is to expose students to common data analysis methods used in social science research. Topics covered will include t-tests, one-way ANOVA, factorial ANOVA, regression, mediation, repeated-measures ANOVA, mixed models analysis, non-parametric tests, reliability theory, factor analysis, power, and meta-analysis. Students will learn how to conduct these analyses on statistical computing packages, how to choose the right analysis to answer a practical research question, and how to report the results of the analyses. This course is designed for doctoral students.",3,-1,-1,-1
2253,ILROB,9200,Organizational Behavior Workshop,"This workshop is designed to provide a forum for the presentation of current research undertaken by faculty members and graduate students in the Department of Organizational Behavior and by invited guests. Each student is expected to make at least one presentation during the year, focusing on the formulation, design, execution, and results of his or her thesis research.",2,-1,-1,-1
2254,ILRST,2100,Introductory Statistics,"Statistics is about understanding the world through data. We are surrounded by data, so there is a lot to understand. Covers data exploration and display, data gathering methods, probability, and statistical inference methods through contingency tables and linear regression. The emphasis is on thinking scientifically, understanding what is commonly done with data (and doing some of it for yourself), and laying a foundation for further study. Students learn to use statistical software and simulation tools to discover fundamental results. They use computers regularly; the test includes both multimedia materials and a software package. This course does not focus on data from any particular discipline, but will use real-world examples from a wide variety of disciplines and current events.",4,3.5,2,2.6
2255,ILRST,2130,Applied Regression Analysis,"This seven week, two-credit class will cover the regression requirements, hypothesis tests, and interpretation of results. Students will learn to identify the data necessary to perform a regression analysis, evaluate the conditions, and apply the statistical tests. Interpretation of overall results and specific predictions will be made. Independent projects by each student will be done. These will consist of identifying an issue of interest, a relevant data set, and analysis using the regression methods. These projects have ranged from movie budgets and revenues to air pollution data and traffic. Presentation of the results in verbal and written form will be required. Recommended for students who want to develop applied analysis skills.",2,-1,-1,-1
2256,ILRST,3080,Probability Models and Inference,"This course provides an introduction to probability and parametric inference. Topics include: random variables, standard distributions, the law of large numbers, the central limit theorem, likelihood-based estimation, sampling distributions and hypothesis testing, as well as an introduction to Bayesian methods. Some assignments may involve computation using the R programming language.",4,2.7,2.3,2
2257,ILRST,3100,Statistical Sampling,"Theory and application of statistical sampling, especially in regard to sample design, cost, estimation of population quantities, and error estimation. Assessment of nonsampling errors. Discussion of applications to social and biological sciences and to business problems. Includes an applied project.",4,-1,-1,-1
2258,ILRST,3110,Probability Models and Inference for the Social Sciences,"This course provides an introduction to probability and parametric inference. Topics include: random variables, standard distributions, the law of large numbers, the central limit theorem, likelihood-based estimation, sampling distributions and hypothesis testing.",4,2,2.5,-1
2259,ILRST,4110,Categorical Data,"Categorical data analysis, including logistic regression, log-linear models, stratified tables, matched pairs analysis, polytomous response, and ordinal data. Applications in biological, biomedical and social sciences.",3,-1,-1,-1
2260,ILRST,5050,Statistics at Work,"This course introduces MILR students to the critical analysis process involved in social science research and practice in the workplace. The uses of analytics, particularly in workforce development will be explored through a combination of statistical methods and application to case studies. Students will distinguish the stages of analytics, develop data summaries and evaluate the results with statistical tests. The hypothesis testing method and statistical decision-making will be reviewed. Statistical methods will include t-tests, chi-squares, regression models (linear, multiple, and logistic).",4,-1,-1,-1
2261,ILRST,6100,Statistical Methods I,"Develops and uses statistical methods to analyze data arising from a wide variety of applications. Topics include descriptive statistics, point and interval estimation, hypothesis testing, inference for a single population, comparisons between two populations, one- and two-way analysis of variance, comparisons among population means, analysis of categorical data, and correlation and regression analysis. Introduces interactive computing through statistical software. Emphasizes basic principles and criteria for selection of statistical techniques.",4,4,4.5,4
2262,ILRST,7170,Theory of Linear Models,Properties of the multivariate normal distribution. Distribution theory for quadratic forms. Properties of least squares and maximum likelihood estimates. Methods for fixed-effect models of less than full rank. Analysis of balanced and unbalanced mixed-effects models. Restricted maximum likelihood estimation. Some use of software packages and illustrative examples.,3,-1,-1,-1
2263,IM,4990,Honors Research I,Each participant must submit brief proposal approved by Honors Committee.,4,-1,-1,-1
2264,IM,4991,Honors Research II,Continuation of  IM 4990.,4,-1,-1,-1
2265,INDO,1100,Elements of Indonesian Language and Culture,"This course is designed for students with no previous knowledge of Indonesian language who expect to participate in university programs in Indonesian-speaking areas of the world. Students will learn enough phrases to be able to handle very simple interactions and express very simple needs and to behave appropriately in Indonesian settings. Cultural information will be taught in English. The language component will be taught in Indonesian. Through assigned recordings in Canvas and independent learning, students will also gain a better understanding of Indonesian sounds, ways of life, natural environments, as well as the history and current place of Indonesian in Southeast Asia.",1,-1,-1,-1
2266,INDO,1121,Elementary Indonesian I,"Gives a thorough grounding in basic speaking, listening, reading and writing skills.",4,-1,-1,-1
2267,INDO,2201,Intermediate Indonesian I,"Develops all four skills: reading, writing, speaking, and listening comprehension.",3,-1,-1,-1
2268,INDO,3301,Advanced Indonesian I,"Practical language course on an advanced level in which students read and discuss selected materials on issues of their academic interests, write essays, and make oral presentations. ",3,-1,-1,-1
2269,INFO,1300,Introductory Design and Programming for the Web,"The World Wide Web is both a technology and a pervasive and powerful resource in our society and culture. To build functional and effective web sites, students need technical and design skills as well as analytical skills for understanding who is using the web, in what ways they are using it, and for what purposes. In this course, students develop skills in all three of these areas through the use of technologies such as XHTML, Cascading Stylesheets, and PHP. Students study how web sites are deployed and used, usability issues on the web, user-centered design, and methods for visual layout and information architecture. Through the web, this course provides an introduction to the interdisciplinary field of information science.",3,4.7,2,3
2270,INFO,1998,Freshmen Team Projects,"Independent work in information science as part of a student-led team project. Intended for freshmen on project teams, project team members in training, and for project team members performing tasks that are not core to information science.",1,3,3,3
2271,INFO,2040,Networks,"This interdisciplinary course examines network structures and how they matter in everyday life. The course examines how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects each of these worlds. Tools of graph theory and game theory are taught and then used to analyze networks. Topics covered include the web, the small world phenomenon, markets, neural networks, contagion, search and the evolution of networks.",4,3.4,2.4,3.4
2272,INFO,2450,Communication and Technology,Introduces students to the Communication and Information Technologies focus area of the communication department and the Human Systems track for information science. It examines several approaches to understanding technology and its role in human behavior and society. Topics include psychological aspects of computer-mediated communication; how design plays a role in the way we interface with technology and collaborate with each other; and the ways in which communication technology is situated inside social and institutional structures and cultural formations.,3,3.8,2.3,2.3
2273,INFO,2750,Robot Ethics,"Covers the ethics of intelligent autonomous systems. Fulfills liberal studies credit – is not an ECE technical elective. As technologies and algorithms that can autonomously take in information, make decisions, and act on those decisions become more and more prevalent, questions arise as to the moral and ethical aspects of their use. What are the philosophical foundations for a new Robot Ethics? Topics covered include social and therapeutic robotics, search and rescue, surveillance, military decision making, financial markets, social media, robot artists, robot scientists, automation, medical robotics, and policing, among others.",3,-1,-1,-1
2274,INFO,2921,Inventing an Information Society,"Explores the history of information technology from the 1830s to the present by considering the technical and social history of telecommunications (telegraph and the telephone), radio, television, computers, and the Internet. Emphasis is on the changing relationship between science and technology, the economic aspects of innovation, gender and technology, and other social relations of this technology.",3,4.3,3.8,3.5
2275,INFO,2950,Introduction to Data Science,"Teaches basic mathematical methods for information science, with applications to data science. Topics include discrete probability, Bayesian methods, graph theory, power law distributions, Markov models, and hidden Markov models. Uses examples and applications from various areas of information science such as the structure of the web, genomics, social networks, natural language processing, and signal processing. Assignments require python programming.
 ",4,3.9,4.1,3
2276,INFO,3300,Data-Driven Web Applications,"This course will introduce students to working with data in the context of modern web applications. These include data representation with relational and non-relational databases, data mining to find patterns and make predictions, and graphical presentation for visualization.",3,5,2.8,3
2277,INFO,3450,Human-Computer Interaction Design,"This course focuses on user experience design (UX) and the life cycle of interface design from the user perspective. We will discuss key aspects of the human-centered design process: understanding, analyzing, and formalizing user needs, exploring possible design solutions to address user needs, creating prototypes to externalize design ideas, and evaluating the usability of these prototypes.",4,3.4,3.2,4.7
2278,INFO,3660,History and Theory of Digital Art,"In this course students will examine the role of mechanical, electronic and digital technologies in the arts of the late 20th and early 21st centuries with emphasis on Europe and North America. Beginning with kinetic art and the cybernetically inspired work of the late 1960s, we will explore early uses of computer technology, including early synthetic video in the 1970s. An overview of pre-internet telematic experiments will lead to an investigation of net.art. The ongoing development of behavioral art forms including interactive installations, robotics, generative art, artificial life art, responsive environments, bio art and video games will be a central theme. Students will be encouraged critically to evaluate a variety of theoretical discourses concerning modern technologies.",4,-1,-1,-1
2279,INFO,4100,Learning Analytics,"Technology has transformed how people teach and learn today. It also offers unprecedented insight into the mechanics of learning by collecting detailed interaction and performance data, such as in online courses and learning management systems like Canvas. At the intersection of education and data science, learning analytics are used to make sense of these data and use them to improve teaching and learning. This course blends learning theories and methodologies covering a wide range of topics with weekly hands-on activities and group projects using real-world educational datasets. You will learn how learning works, major theories in the learning sciences, and data science methods. Students collect and analyze their own learning trace data as part of the course. Learning outcomes: Students will learn to articulate key ideas in the learning sciences; articulate the potential benefits and dangers of learning analytics for students, teachers, and institutions; choose and apply appropriate methods for analyzing different kinds of educational data and be able to articulate why; and interpret the results of basic learning analytics.",3,3,3,3
2280,INFO,4113,Technology and Law Colloquium,"",3,-1,-1,-1
2281,INFO,4120,Ubiquitous Computing,"This course will introduce students to the field of Ubiquitous Computing -- a multidisciplinary research area that draws from Machine Learning, Machine Perception, Signal Processing, Human Computer Interaction, as well as psychology and sociology. Class discussions and hands on exercises will be the focus of this class with a few formal lectures. Discussions will highlight the various challenges in data collection, representation and tractability of models, and evaluation. We will brain-storm ideas on how future research can go about tackling some of these challenges. Students will be required to lead and critique papers. Everyone will take turns presenting papers and in leading discussions. Participation in discussions will be evaluated as well as mini projects assignments during the term and an end of term final project.",3,4.5,3,-1
2282,INFO,4240,Designing Technology for Social Impact,"The social impact of technologies is typically thought about fairly late, if ever, in the design process. Indeed, it can be difficult at design time to predict what effects technologies will have. Nevertheless, design decisions can inadvertently ""lock in"" particular values early on. In this course, we will draw on science &amp; technology studies, technology design, and the arts to analyze the values embodied in technology design and to design technologies to promote positive social impact. What social and cultural values do technology designs consciously or unconsciously promote? To what degree can social impact be ""built into"" a technology? How can we take social and cultural values into account in design?",3,2.8,2.4,3.2
2283,INFO,4250,Surveillance and Privacy,"This course explores the social, legal, and ethical facets of surveillance in modern life. New information technologies facilitate data collection at unprecedented scales, and reaching across multiple domains. We explore the history and theory of data collection for purposes of social and political control, and how privacy is conceptualized and deployed in response to surveillant systems. We discuss how surveillance and privacy are situated in law and culture; the emergence of surveillance in law enforcement, workplaces, institutions, families, and self-tracking contexts; and the relationships among surveillance, power, and marginalization of vulnerable groups. We consider avenues through which surveillance is resisted, including technological and policy-based design strategies to mitigate the effects of data collection.",3,5,2.5,2.5
2284,INFO,4301,"Ethics in New Media, Technology, and Communication","This course examines moral and ethical issues in communication, new media, and technology. Using theories and research in moral philosophy and psychology, we examine how people perceive and reason about ethical issues presented by media and technology, and how moral action is influenced by cognitive, emotional, and ethical belief systems. Issues of autonomy, transparency, harm, privacy, manipulation, justice, democracy, equality, and care are discussed. We analyze the consistency between personal and professional ethics, the importance of moral character and agency, and the translation of moral thought to ethical action, and address the development of professional and personal ethical codes of conduct and research for communication professionals in the areas of new media and technology.",3,-1,-1,-1
2285,INFO,4320,Introduction to Rapid Prototyping and Physical Computing,"This class provides an introduction to modern rapid prototyping techniques such as laser cutting, 3D printing and microcontroller programming (such as the Arduino system). Using these tools, small multidisciplinary groups conduct the hardware project of their choice exploring topics as varied as: Universal Access, tangible interfaces, toys, personal or medical assistants and new musical instruments.",4,4.3,3.3,4
2286,INFO,4340,App Design and Prototyping,"In this studio course, students will work in teams to complete a semester long project. Students will gain practical experience and confidence applying the user-centered design process to design, evaluate, and code a high-fidelity prototype app. Through the project, students will learn how design effective graphical user interfaces using affordances, user feedback, and common interface widgets. This course has a significant software development focus, exposing students to software development methods and tools necessary for developing high-fidelity interactive software prototypes. This includes employing widget libraries, event-based programming, data stubs, Git work-flows, basic command line usage, and debugging.",3,-1,-1,-1
2287,INFO,4360,Communication Networks and Social Capital,Course covers the relationship between communication networks and social capital and explores the tension between individual and group capital.,3,-1,-1,-1
2288,INFO,4410,Human Robot Interaction - Research and Design,"This course provides an introduction into the design of and research on human robot interaction. Students will be working alone and in teams on designing and examining novel ways for robots to interact with people. In parallel to the design projects students will be introduced to current research on human-robot interaction. Topics include: Needfinding, interaction analysis, video prototyping, testing, and systematic evaluation.",3,-1,-1,-1
2289,INFO,4505,Computing and Global Development,"",3,-1,-1,-1
2290,INFO,4555,Business Intelligence Systems,"This course covers the fundamental technical and organizational concepts and challenges related to the development of Business Intelligence Systems, a key component crucial to the competitiveness of a wide range of organizations. Topics covered include: data profiling, dimensional data modeling, data transformation, metadata systems, data governance, data delivery options, and an overview of emerging technologies in this space. Course is comprised of interactive lectures, work/lab sessions, and a substantial team project.",4,5,1.5,1.5
2291,INFO,4900,Independent Reading and Research,Independent reading and research for undergraduates.,1,-1,-1,-1
2292,INFO,4910,Teaching in Information Science,"Involves working as a teaching assistant in a course in the information science or information science, systems, and technology major.",1,-1,-1,-1
2293,INFO,4940,Special Topics in Information Science,"This course is designed for students to think critically about the need for diversity and inclusion in Information Science teams, and Computing organizations. It examines underlying reasons behind the perpetual underrepresentation of people of color in computing and the broader STEM fields. Race, gender, and neurodiversity are the primary investigative pillars. The course examines existing structures such as recruitment and retention practices, eligibility requirements, and philanthropic efforts to determine how structural operations and practices work to sustain the status quo of unequal STEM participation. This course investigates pedagogy, research, cultural underpinnings, policies, and concealed norms around potential exclusion and inclusion in STEM at key levels of entry, namely post-secondary education, and computing industry organizations. Students will analyze current issues and lived experiences pertaining to STEM computing participation for underrepresented populations and identify measures that lessen the perpetuation of unequal STEM participation. As a part of the course engagement, students will analyze current research on the intersections between diversity and team and/or organizational performance. The course will be of interest to students seeking to further social justice and equality in education and industry, students thriving to create increasingly diverse workforces for the future, and future STEM leaders seeking to enhance the productivity of their teams by taking advantage of diverse perspectives.",3,3.5,2.9,4.1
2294,INFO,4998,Team Projects,Advanced independent work in information science as part of a student-led team project. Students must make individual arrangements with a faculty sponsor. Students are expected to spend 3-4 hours per week per credit hour working on the project.,1,-1,-1,-1
2295,INFO,5100,Visual Data Analytics for the Web,"This course will introduce students to working with data in the context of modern web applications. These include data representation with relational and non-relational databases, data mining to find patterns and make predictions, and graphical presentation for visualization.",3,3.9,2.7,2
2296,INFO,5101,Learning Analytics,"",3,-1,-1,-1
2297,INFO,5240,Designing Technology for Social Impact,"",3,-1,-1,-1
2298,INFO,5250,Surveillance and Privacy,"",3,-1,-1,-1
2299,INFO,5301,"Ethics in New Media, Technology, and Communication","",3,-1,-1,-1
